Shipment_ID,Order_Date,Delivery_Date,Origin_Hub,Destination_City,Distance_KM,Weight_KG,Service_Type,Freight_Charge_INR,Delivery_Status,Customer_Rating
EKT106829,2025-12-02,2025-12-06,DEL-Hub (Delhi),Delhi,1314.92,0.69,Standard,1650.32,Delivered,5
EKT106830,2025-03-28,2025-04-01,HYD-Hub (Hyderabad),Jaipur,124.02,0.2,Standard,212.42,Delivered,5
EKT106831,2025-10-21,2025-10-23,DEL-Hub (Delhi),Ahmedabad,991.1,0.84,Standard,1264.44,Delivered,5
EKT106832,2025-04-29,2025-05-01,BLR-Hub (Bangalore),Lucknow,1180.57,1.7,Express,1657.28,Delivered,4
EKT106833,2025-07-27,2025-08-01,BOM-Hub (Mumbai),Mumbai,611.61,4.64,Standard,877.45,Delivered,4
EKT106834,2025-11-30,2025-12-05,HYD-Hub (Hyderabad),Lucknow,1922.33,1.78,Standard,2398.84,Delivered,5
EKT106835,2025-06-03,2025-06-07,AMD-Hub (Ahmedabad),Delhi,379.58,0.49,Standard,524.32,Delivered,4
EKT106836,2025-02-04,2025-02-09,CCU-Hub (Kolkata),Indore,580.97,12.32,Express,1128.92,Delivered,5
EKT106837,2025-03-20,2025-03-22,DEL-Hub (Delhi),Indore,370.68,0.79,Standard,519.04,Delivered,3
EKT106838,2025-03-08,2025-03-13,HYD-Hub (Hyderabad),Chennai,282.91,10.55,Express,739.39,Delivered,4
EKT106839,2025-12-09,2025-12-13,HYD-Hub (Hyderabad),Jaipur,1937.38,6.89,Express,2658.88,Delivered,5
EKT106840,2025-02-03,2025-02-06,MAA-Hub (Chennai),Surat,632.95,1.95,Express,1004.64,Delivered,4
EKT106841,2025-04-07,2025-04-08,BOM-Hub (Mumbai),Ahmedabad,1597.88,0.24,Standard,1981.78,Delivered,5
EKT106842,2025-06-18,2025-06-23,MAA-Hub (Chennai),Bangalore,958.72,2.97,Standard,1263.92,Delivered,5
EKT106843,2025-06-18,2025-06-20,BOM-Hub (Mumbai),Lucknow,1409.85,4.67,Express,1985.88,Delivered,5
EKT106844,2025-05-31,2025-06-03,BOM-Hub (Mumbai),Surat,2044.14,1.47,Standard,2539.43,Delivered,4
EKT106845,2025-03-12,2025-03-14,CCU-Hub (Kolkata),Hyderabad,1862.8,0.68,Standard,2307.6,Delivered,5
EKT106846,2025-01-03,2025-01-08,HYD-Hub (Hyderabad),Surat,179.7,4.06,Standard,348.72,Delayed,1
EKT106847,2025-11-10,2025-11-14,MAA-Hub (Chennai),Jaipur,1864.09,1.97,Express,2482.37,Delivered,4
EKT106848,2025-02-01,2025-02-02,AMD-Hub (Ahmedabad),Lucknow,1010.46,0.55,Standard,1282.45,Delayed,2
EKT106849,2025-10-14,2025-10-15,MAA-Hub (Chennai),Ahmedabad,789.82,7.47,Express,1292.24,Delayed,1
EKT106850,2025-03-23,2025-03-26,DEL-Hub (Delhi),Lucknow,1489.08,7.4,Express,2130.1,Delivered,4
EKT106851,2025-02-12,2025-02-13,HYD-Hub (Hyderabad),Kolkata,2091.95,1.14,Standard,2590.86,Delivered,4
EKT106852,2025-04-15,2025-04-19,BLR-Hub (Bangalore),Surat,234.27,0.2,Standard,344.72,Delivered,5
EKT106853,2025-01-01,2025-01-03,BLR-Hub (Bangalore),Indore,1696.73,2.49,Standard,2140.9,Delivered,4
EKT106854,2025-03-02,2025-03-06,DEL-Hub (Delhi),Surat,471.61,0.95,Standard,643.03,Delivered,5
EKT106855,2025-09-27,2025-09-30,BOM-Hub (Mumbai),Jaipur,854.9,0.2,Standard,1089.48,Delivered,4
EKT106856,2025-06-29,2025-07-02,AMD-Hub (Ahmedabad),Jaipur,1926.2,5.56,Standard,2471.52,Delivered,5
EKT106857,2025-08-12,2025-08-13,DEL-Hub (Delhi),Bangalore,1214.38,15.69,Express,1949.68,Delivered,5
EKT106858,2025-01-06,2025-01-10,DEL-Hub (Delhi),Surat,176.38,1.08,Standard,291.1,Delivered,5
EKT106859,2025-04-13,2025-04-15,MAA-Hub (Chennai),Ahmedabad,1132.47,3.41,Standard,1480.34,Delivered,5
EKT106860,2025-01-10,2025-01-14,DEL-Hub (Delhi),Chennai,1743.52,0.2,Standard,2155.82,Delayed,3
EKT106861,2025-03-12,2025-03-14,PNQ-Hub (Pune),Lucknow,1177.67,1.15,Express,1643.9,Delivered,5
EKT106862,2025-03-31,2025-04-02,AMD-Hub (Ahmedabad),Pune,392.15,0.29,Standard,535.8,Delivered,5
EKT106863,2025-08-14,2025-08-18,BOM-Hub (Mumbai),Lucknow,995.74,0.2,Standard,1258.49,Delivered,4
EKT106864,2025-06-07,2025-06-12,BLR-Hub (Bangalore),Ahmedabad,2035.83,2.22,Standard,2542.96,Delivered,4
EKT106865,2025-08-16,2025-08-20,CCU-Hub (Kolkata),Pune,1458.3,4.05,Standard,1882.86,Delivered,5
EKT106866,2025-05-06,2025-05-08,AMD-Hub (Ahmedabad),Kolkata,1613.85,1.51,Standard,2023.8,Delivered,5
EKT106867,2025-07-28,2025-07-31,AMD-Hub (Ahmedabad),Patna,1735.48,1.86,Standard,2176.06,Delivered,5
EKT106868,2025-04-07,2025-04-10,HYD-Hub (Hyderabad),Delhi,226.8,0.79,Standard,346.38,Delivered,5
EKT106869,2025-03-15,2025-03-16,DEL-Hub (Delhi),Surat,1291.93,3.33,Express,1820.26,Delayed,3
EKT106870,2025-04-25,2025-04-28,HYD-Hub (Hyderabad),Ahmedabad,845.74,1.12,Express,1245.05,Delivered,4
EKT106871,2025-07-10,2025-07-15,DEL-Hub (Delhi),Kolkata,331.98,0.2,Standard,461.98,Delivered,4
EKT106872,2025-06-19,2025-06-21,PNQ-Hub (Pune),Bangalore,469.88,0.45,Standard,631.96,Delivered,4
EKT106873,2025-11-03,2025-11-07,HYD-Hub (Hyderabad),Mumbai,1725.12,0.34,Express,2286.26,Delivered,4
EKT106874,2025-07-23,2025-07-27,MAA-Hub (Chennai),Bangalore,380.43,1.43,Standard,542.26,Delivered,3
EKT106875,2025-02-25,2025-03-02,MAA-Hub (Chennai),Indore,707.95,0.2,Express,1063.14,RTO (Return to Origin),1
EKT106876,2025-07-27,2025-07-30,HYD-Hub (Hyderabad),Jaipur,648.18,4.11,Standard,911.8,Delivered,4
EKT106877,2025-02-10,2025-02-12,DEL-Hub (Delhi),Mumbai,135.53,5.97,Standard,330.1,Delayed,2
EKT106878,2025-02-01,2025-02-04,PNQ-Hub (Pune),Bhopal,1032.88,0.71,Standard,1312.24,Cancelled,1
EKT106879,2025-01-15,2025-01-16,PNQ-Hub (Pune),Lucknow,1692.07,1.66,Standard,2120.36,Cancelled,1
EKT106880,2025-03-03,2025-03-06,DEL-Hub (Delhi),Delhi,78.07,1.83,Express,336.62,Delivered,4
EKT106881,2025-06-04,2025-06-05,BOM-Hub (Mumbai),Mumbai,274.24,10.5,Standard,578.09,Delivered,4
EKT106882,2025-10-11,2025-10-15,BLR-Hub (Bangalore),Indore,1592.81,0.2,Standard,1974.97,Delivered,5
EKT106883,2025-07-28,2025-07-30,AMD-Hub (Ahmedabad),Mumbai,1318.07,2.76,Standard,1691.36,Delivered,5
EKT106884,2025-11-16,2025-11-17,AMD-Hub (Ahmedabad),Surat,1582.09,1.06,Standard,1977.59,Delivered,4
EKT106885,2025-07-06,2025-07-09,BLR-Hub (Bangalore),Patna,529.33,1.74,Standard,726.52,Delivered,5
EKT106886,2025-05-10,2025-05-13,PNQ-Hub (Pune),Kolkata,1774.18,0.61,Express,2350.0,Delivered,4
EKT106887,2025-05-07,2025-05-11,CCU-Hub (Kolkata),Delhi,1071.32,0.44,Express,1503.5,Delivered,5
EKT106888,2025-10-19,2025-10-24,BLR-Hub (Bangalore),Indore,1354.36,0.7,Express,1847.83,Delivered,5
EKT106889,2025-04-24,2025-04-29,CCU-Hub (Kolkata),Surat,229.97,0.2,Standard,339.56,Delayed,1
EKT106890,2025-07-18,2025-07-21,MAA-Hub (Chennai),Lucknow,474.92,0.81,Standard,644.48,Delivered,3
EKT106891,2025-01-13,2025-01-18,AMD-Hub (Ahmedabad),Ahmedabad,1708.19,2.93,Standard,2162.57,Delivered,5
EKT106892,2025-09-28,2025-09-30,CCU-Hub (Kolkata),Mumbai,515.88,2.64,Standard,726.58,Delivered,4
EKT106893,2025-03-30,2025-04-04,CCU-Hub (Kolkata),Hyderabad,230.79,2.02,Express,523.31,Delivered,5
EKT106894,2025-08-03,2025-08-05,BLR-Hub (Bangalore),Kolkata,1325.93,0.2,Express,1804.72,Delivered,5
EKT106895,2025-10-05,2025-10-08,PNQ-Hub (Pune),Mumbai,1219.02,0.34,Standard,1528.94,Delivered,5
EKT106896,2025-07-22,2025-07-25,DEL-Hub (Delhi),Lucknow,1349.13,4.63,Express,1912.3,Delivered,5
EKT106897,2025-03-15,2025-03-18,PNQ-Hub (Pune),Surat,1371.72,0.79,Standard,1720.28,RTO (Return to Origin),2
EKT106898,2025-01-25,2025-01-29,MAA-Hub (Chennai),Delhi,1115.43,6.08,Standard,1507.96,Delayed,1
EKT106899,2025-04-11,2025-04-16,BOM-Hub (Mumbai),Hyderabad,1101.49,5.19,Standard,1475.21,Delivered,5
EKT106900,2025-06-25,2025-06-26,CCU-Hub (Kolkata),Bhopal,2035.44,0.42,Standard,2510.09,Delivered,4
EKT106901,2025-04-27,2025-04-28,CCU-Hub (Kolkata),Hyderabad,1188.52,5.71,Express,1739.0,Delivered,5
EKT106902,2025-06-15,2025-06-18,HYD-Hub (Hyderabad),Bangalore,1369.54,2.47,Standard,1747.91,Delivered,4
EKT106903,2025-02-10,2025-02-15,CCU-Hub (Kolkata),Indore,609.32,2.49,Express,986.0,Delivered,5
EKT106904,2025-12-10,2025-12-12,PNQ-Hub (Pune),Ahmedabad,1920.27,4.79,Standard,2450.54,Delivered,5
EKT106905,2025-04-30,2025-05-01,DEL-Hub (Delhi),Jaipur,82.88,1.3,Same-Day,482.86,Delivered,4
EKT106906,2025-04-07,2025-04-10,BOM-Hub (Mumbai),Bangalore,1239.18,3.32,Express,1756.78,Delivered,4
EKT106907,2025-05-25,2025-05-26,PNQ-Hub (Pune),Jaipur,862.96,2.75,Express,1295.05,Delivered,5
EKT106908,2025-08-04,2025-08-05,HYD-Hub (Hyderabad),Ahmedabad,1340.47,3.69,Standard,1734.98,Delivered,5
EKT106909,2025-08-17,2025-08-18,PNQ-Hub (Pune),Kolkata,811.57,2.7,Standard,1082.48,Delayed,2
EKT106910,2025-11-09,2025-11-12,BLR-Hub (Bangalore),Hyderabad,1587.38,0.21,Standard,1968.64,Delivered,5
EKT106911,2025-05-10,2025-05-13,MAA-Hub (Chennai),Surat,74.12,0.87,Standard,164.6,Delivered,4
EKT106912,2025-12-18,2025-12-22,DEL-Hub (Delhi),Surat,910.78,7.03,Standard,1279.48,Delayed,1
EKT106913,2025-11-14,2025-11-18,BOM-Hub (Mumbai),Surat,1833.84,0.63,Standard,2271.95,Delivered,4
EKT106914,2025-05-17,2025-05-21,MAA-Hub (Chennai),Delhi,572.94,1.6,Standard,776.33,Delivered,4
EKT106915,2025-11-20,2025-11-21,BLR-Hub (Bangalore),Kolkata,144.47,1.1,Standard,253.16,Delivered,5
EKT106916,2025-12-03,2025-12-08,MAA-Hub (Chennai),Lucknow,1107.46,0.23,Standard,1393.09,Delivered,5
EKT106917,2025-09-30,2025-10-03,HYD-Hub (Hyderabad),Lucknow,2149.08,0.5,Standard,2647.9,Delivered,4
EKT106918,2025-04-27,2025-05-01,CCU-Hub (Kolkata),Surat,169.22,0.84,Express,428.18,Delivered,4
EKT106919,2025-11-02,2025-11-07,CCU-Hub (Kolkata),Pune,182.02,1.56,Standard,306.5,Delivered,4
EKT106920,2025-04-04,2025-04-08,DEL-Hub (Delhi),Delhi,1321.4,5.19,Standard,1739.1,Delivered,5
EKT106921,2025-06-17,2025-06-21,MAA-Hub (Chennai),Lucknow,572.65,1.81,Standard,779.76,Cancelled,1
EKT106922,2025-07-22,2025-07-27,PNQ-Hub (Pune),Jaipur,920.2,2.64,Standard,1211.76,Delivered,5
EKT106923,2025-12-07,2025-12-11,CCU-Hub (Kolkata),Indore,1832.2,1.39,Standard,2283.66,Delivered,5
EKT106924,2025-05-29,2025-05-30,DEL-Hub (Delhi),Pune,461.5,5.1,Standard,705.6,Delivered,5
EKT106925,2025-07-02,2025-07-03,DEL-Hub (Delhi),Chennai,1590.88,2.72,Express,2168.02,Cancelled,1
EKT106926,2025-06-01,2025-06-02,HYD-Hub (Hyderabad),Patna,1124.73,0.24,Express,1564.0,Delivered,4
EKT106927,2025-03-15,2025-03-17,DEL-Hub (Delhi),Chennai,1993.76,1.62,Standard,2481.67,Delivered,5
EKT106928,2025-12-31,2026-01-04,BLR-Hub (Bangalore),Patna,2141.33,4.39,Express,2858.62,Delivered,5
EKT106929,2025-10-01,2025-10-03,PNQ-Hub (Pune),Lucknow,1082.36,3.31,Same-Day,1718.41,Delayed,2
EKT106930,2025-02-11,2025-02-14,CCU-Hub (Kolkata),Pune,1298.68,5.89,Standard,1724.44,Delivered,5
EKT106931,2025-07-31,2025-08-05,CCU-Hub (Kolkata),Hyderabad,1648.48,0.65,Express,2199.88,Cancelled,2
EKT106932,2025-04-11,2025-04-14,BOM-Hub (Mumbai),Bangalore,721.52,9.45,Same-Day,1395.92,Delivered,4
EKT106933,2025-02-14,2025-02-16,BLR-Hub (Bangalore),Bhopal,522.03,0.84,Express,851.56,Delivered,5
EKT106934,2025-03-23,2025-03-24,CCU-Hub (Kolkata),Jaipur,2123.37,0.2,Standard,2611.64,Delivered,5
EKT106935,2025-01-17,2025-01-21,HYD-Hub (Hyderabad),Hyderabad,968.78,1.71,Standard,1253.32,Delivered,5
EKT106936,2025-03-14,2025-03-18,CCU-Hub (Kolkata),Patna,33.45,0.29,Standard,105.36,Delivered,4
EKT106937,2025-01-14,2025-01-15,BOM-Hub (Mumbai),Mumbai,1847.85,2.86,Same-Day,2628.9,Delivered,5
EKT106938,2025-06-06,2025-06-10,AMD-Hub (Ahmedabad),Lucknow,1331.27,5.77,Standard,1761.38,Delayed,1
EKT106939,2025-08-11,2025-08-16,MAA-Hub (Chennai),Surat,395.77,6.36,Express,799.4,Delivered,4
EKT106940,2025-05-12,2025-05-17,MAA-Hub (Chennai),Mumbai,95.4,2.34,Standard,216.6,Delayed,1
EKT106941,2025-12-04,2025-12-09,BLR-Hub (Bangalore),Delhi,662.52,1.92,Standard,889.58,Delivered,4
EKT106942,2025-02-16,2025-02-19,DEL-Hub (Delhi),Patna,2043.51,12.79,Express,2892.43,Delayed,3
EKT106943,2025-04-17,2025-04-18,BOM-Hub (Mumbai),Kolkata,2055.68,2.17,Express,2715.88,Delivered,4
EKT106944,2025-04-18,2025-04-23,AMD-Hub (Ahmedabad),Lucknow,704.88,6.56,Standard,1023.94,Delivered,4
EKT106945,2025-09-22,2025-09-24,BOM-Hub (Mumbai),Hyderabad,1843.97,6.21,Same-Day,2684.54,Delivered,3
EKT106946,2025-07-24,2025-07-29,AMD-Hub (Ahmedabad),Bangalore,988.8,0.85,Express,1411.86,Delayed,3
EKT106947,2025-03-20,2025-03-23,AMD-Hub (Ahmedabad),Chennai,1449.93,0.2,Express,1953.52,Delivered,4
EKT106948,2025-06-04,2025-06-06,CCU-Hub (Kolkata),Kolkata,755.74,1.45,Standard,992.99,Delivered,5
EKT106949,2025-09-28,2025-09-29,HYD-Hub (Hyderabad),Chennai,1149.66,4.94,Same-Day,1828.51,Delivered,5
EKT106950,2025-09-04,2025-09-05,CCU-Hub (Kolkata),Jaipur,667.5,4.52,Express,1092.36,Delivered,5
EKT106951,2025-01-19,2025-01-24,HYD-Hub (Hyderabad),Surat,162.62,2.31,Express,446.72,Delivered,4
EKT106952,2025-12-12,2025-12-14,BOM-Hub (Mumbai),Bangalore,332.45,0.43,Standard,466.68,Delivered,4
EKT106953,2025-01-26,2025-01-28,DEL-Hub (Delhi),Kolkata,660.76,0.28,Standard,857.95,Delivered,4
EKT106954,2025-08-05,2025-08-10,MAA-Hub (Chennai),Pune,2148.47,7.74,Express,2927.48,Delivered,3
EKT106955,2025-06-03,2025-06-08,BLR-Hub (Bangalore),Surat,2125.51,1.37,Standard,2635.27,Delivered,5
EKT106956,2025-06-03,2025-06-07,PNQ-Hub (Pune),Surat,1826.03,2.61,Express,2448.22,Delivered,4
EKT106957,2025-06-23,2025-06-27,HYD-Hub (Hyderabad),Pune,534.54,5.91,Same-Day,1107.83,Delivered,4
EKT106958,2025-04-02,2025-04-07,MAA-Hub (Chennai),Bhopal,988.28,5.1,Express,1487.74,Delivered,5
EKT106959,2025-12-04,2025-12-07,BLR-Hub (Bangalore),Hyderabad,984.33,2.09,Standard,1278.82,Delivered,5
EKT106960,2025-06-30,2025-07-04,DEL-Hub (Delhi),Jaipur,869.73,1.67,Standard,1133.74,Delivered,3
EKT106961,2025-05-11,2025-05-16,BOM-Hub (Mumbai),Pune,127.39,3.32,Standard,272.63,Delayed,1
EKT106962,2025-10-25,2025-10-27,DEL-Hub (Delhi),Patna,1189.92,1.08,Standard,1507.34,Delivered,4
EKT106963,2025-10-02,2025-10-06,HYD-Hub (Hyderabad),Chennai,188.0,2.45,Standard,329.7,Delivered,4
EKT106964,2025-09-30,2025-10-03,BOM-Hub (Mumbai),Patna,1770.16,0.2,Standard,2187.79,Delivered,4
EKT106965,2025-03-17,2025-03-18,AMD-Hub (Ahmedabad),Lucknow,1530.14,4.35,Standard,1974.47,Delivered,5
EKT106966,2025-06-26,2025-06-28,CCU-Hub (Kolkata),Jaipur,795.44,15.58,Express,1444.97,Delivered,4
EKT106967,2025-07-03,2025-07-06,AMD-Hub (Ahmedabad),Hyderabad,1434.29,7.74,Standard,1920.47,Delivered,4
EKT106968,2025-11-15,2025-11-18,BLR-Hub (Bangalore),Delhi,535.69,1.12,Standard,722.99,Delivered,5
EKT106969,2025-05-11,2025-05-14,CCU-Hub (Kolkata),Jaipur,605.59,1.89,Standard,820.73,Delivered,4
EKT106970,2025-12-29,2025-12-31,BOM-Hub (Mumbai),Patna,711.67,0.67,Standard,926.06,Delivered,3
EKT106971,2025-02-18,2025-02-21,PNQ-Hub (Pune),Pune,1759.52,0.9,Standard,2187.62,Delivered,5
EKT106972,2025-02-24,2025-02-25,BLR-Hub (Bangalore),Hyderabad,487.2,1.53,Standard,672.18,Delivered,5
EKT106973,2025-06-03,2025-06-07,BLR-Hub (Bangalore),Hyderabad,1251.24,3.44,Standard,1623.41,Delivered,5
EKT106974,2025-12-21,2025-12-23,CCU-Hub (Kolkata),Chennai,465.01,0.2,Standard,621.61,Delivered,5
EKT106975,2025-07-19,2025-07-22,BLR-Hub (Bangalore),Chennai,648.53,1.25,Express,1010.74,Delivered,4
EKT106976,2025-11-04,2025-11-09,BOM-Hub (Mumbai),Patna,540.99,2.03,Standard,745.73,Delivered,5
EKT106977,2025-12-22,2025-12-26,AMD-Hub (Ahmedabad),Bangalore,1429.66,0.61,Same-Day,2086.57,RTO (Return to Origin),1
EKT106978,2025-04-28,2025-04-30,PNQ-Hub (Pune),Ahmedabad,1173.0,0.2,Express,1621.2,Delivered,4
EKT106979,2025-09-20,2025-09-25,HYD-Hub (Hyderabad),Ahmedabad,1595.22,1.94,Express,2159.18,Delivered,5
EKT106980,2025-02-15,2025-02-20,HYD-Hub (Hyderabad),Mumbai,507.28,2.54,Standard,714.46,Delivered,5
EKT106981,2025-10-29,2025-11-01,BOM-Hub (Mumbai),Kolkata,49.85,2.56,Standard,165.9,Delivered,5
EKT106982,2025-12-22,2025-12-24,CCU-Hub (Kolkata),Indore,1506.71,1.1,Express,2037.85,Delivered,4
EKT106983,2025-07-08,2025-07-11,DEL-Hub (Delhi),Jaipur,279.23,0.68,Standard,407.32,Delivered,5
EKT106984,2025-11-06,2025-11-07,BOM-Hub (Mumbai),Surat,564.48,0.62,Standard,748.54,Delivered,5
EKT106985,2025-11-14,2025-11-19,HYD-Hub (Hyderabad),Bhopal,693.34,0.2,Standard,895.61,Delivered,5
EKT106986,2025-05-09,2025-05-10,BOM-Hub (Mumbai),Jaipur,1650.56,0.51,Standard,2049.85,Delivered,5
EKT106987,2025-02-18,2025-02-21,BLR-Hub (Bangalore),Pune,1388.19,4.27,Standard,1802.69,Delivered,4
EKT106988,2025-01-25,2025-01-29,BLR-Hub (Bangalore),Bhopal,429.86,0.2,Same-Day,879.43,Delivered,5
EKT106989,2025-09-23,2025-09-28,BOM-Hub (Mumbai),Chennai,1327.42,0.2,Standard,1656.5,Delayed,3
EKT106990,2025-04-28,2025-05-02,CCU-Hub (Kolkata),Chennai,1566.68,0.34,Standard,1946.14,Delivered,4
EKT106991,2025-05-24,2025-05-26,DEL-Hub (Delhi),Lucknow,873.91,1.36,Standard,1133.17,Delivered,5
EKT106992,2025-07-19,2025-07-24,BLR-Hub (Bangalore),Patna,563.72,1.02,Standard,754.82,Delivered,4
EKT106993,2025-06-06,2025-06-07,HYD-Hub (Hyderabad),Pune,1503.39,0.49,Standard,1872.89,Delivered,5
EKT106994,2025-12-14,2025-12-18,PNQ-Hub (Pune),Bangalore,1355.63,0.29,Standard,1691.98,Delayed,2
EKT106995,2025-05-14,2025-05-16,BLR-Hub (Bangalore),Bangalore,199.07,6.99,Standard,424.7,RTO (Return to Origin),1
EKT106996,2025-05-28,2025-06-02,HYD-Hub (Hyderabad),Kolkata,1476.69,6.05,Standard,1940.93,Delivered,4
EKT106997,2025-12-02,2025-12-04,AMD-Hub (Ahmedabad),Patna,1090.08,3.69,Standard,1434.52,Delivered,4
EKT106998,2025-03-12,2025-03-13,AMD-Hub (Ahmedabad),Indore,1664.81,0.73,Standard,2070.91,Delayed,1
EKT106999,2025-08-21,2025-08-26,PNQ-Hub (Pune),Hyderabad,443.86,0.98,Standard,610.27,Delivered,4
EKT107000,2025-11-30,2025-12-02,DEL-Hub (Delhi),Ahmedabad,590.33,2.74,Express,967.72,Delivered,5
EKT107001,2025-10-26,2025-10-29,PNQ-Hub (Pune),Delhi,1208.99,0.86,Standard,1526.27,Delivered,5
EKT107002,2025-06-03,2025-06-08,BLR-Hub (Bangalore),Pune,1075.36,1.89,Standard,1384.45,Delivered,5
EKT107003,2025-03-31,2025-04-05,PNQ-Hub (Pune),Ahmedabad,868.41,2.63,Express,1299.43,Delivered,5
EKT107004,2025-11-30,2025-12-05,CCU-Hub (Kolkata),Kolkata,1648.89,1.83,Standard,2071.61,Delivered,4
EKT107005,2025-07-18,2025-07-23,HYD-Hub (Hyderabad),Surat,1255.51,1.33,Standard,1590.55,Delivered,5
EKT107006,2025-06-10,2025-06-13,BLR-Hub (Bangalore),Lucknow,1571.29,1.07,Express,2114.81,Delivered,4
EKT107007,2025-01-26,2025-01-27,BLR-Hub (Bangalore),Mumbai,362.56,3.76,Standard,562.75,Cancelled,1
EKT107008,2025-05-01,2025-05-04,BOM-Hub (Mumbai),Chennai,1611.9,3.36,Express,2204.76,Delivered,3
EKT107009,2025-10-28,2025-10-31,AMD-Hub (Ahmedabad),Hyderabad,1031.52,2.98,Standard,1351.46,Delayed,1
EKT107010,2025-07-31,2025-08-02,CCU-Hub (Kolkata),Jaipur,103.28,1.17,Express,355.0,Delivered,5
EKT107011,2025-03-04,2025-03-08,CCU-Hub (Kolkata),Mumbai,538.85,3.74,Standard,773.94,Delivered,5
EKT107012,2025-03-09,2025-03-13,BOM-Hub (Mumbai),Chennai,85.89,7.91,Express,455.45,Delivered,5
EKT107013,2025-09-10,2025-09-12,PNQ-Hub (Pune),Lucknow,1021.42,2.92,Express,1488.26,Delivered,3
EKT107014,2025-01-02,2025-01-05,HYD-Hub (Hyderabad),Kolkata,737.16,1.31,Standard,968.17,Delivered,3
EKT107015,2025-04-18,2025-04-20,MAA-Hub (Chennai),Bhopal,2172.77,3.98,Standard,2738.96,Delivered,5
EKT107016,2025-10-13,2025-10-18,DEL-Hub (Delhi),Ahmedabad,1914.65,2.35,Standard,2399.88,Delayed,1
EKT107017,2025-02-18,2025-02-20,AMD-Hub (Ahmedabad),Ahmedabad,1821.71,5.25,Standard,2340.55,Delivered,5
EKT107018,2025-05-20,2025-05-22,CCU-Hub (Kolkata),Mumbai,1117.42,3.12,Standard,1457.06,Delivered,3
EKT107019,2025-08-06,2025-08-11,AMD-Hub (Ahmedabad),Hyderabad,1781.38,3.67,Standard,2263.72,Delivered,4
EKT107020,2025-02-13,2025-02-17,MAA-Hub (Chennai),Hyderabad,609.11,2.75,Same-Day,1140.43,Delivered,4
EKT107021,2025-09-26,2025-10-01,HYD-Hub (Hyderabad),Indore,1246.61,0.24,Express,1710.25,Delivered,4
EKT107022,2025-03-19,2025-03-20,DEL-Hub (Delhi),Bhopal,882.63,1.66,Standard,1149.04,Delivered,4
EKT107023,2025-08-04,2025-08-06,CCU-Hub (Kolkata),Kolkata,401.81,0.2,Express,695.77,Delivered,4
EKT107024,2025-04-08,2025-04-10,BLR-Hub (Bangalore),Ahmedabad,187.57,1.48,Standard,311.72,Delivered,5
EKT107025,2025-08-24,2025-08-28,CCU-Hub (Kolkata),Lucknow,1241.33,3.15,Standard,1606.3,Delivered,3
EKT107026,2025-10-09,2025-10-12,DEL-Hub (Delhi),Mumbai,241.88,1.37,Standard,374.92,Delivered,5
EKT107027,2025-05-29,2025-06-03,PNQ-Hub (Pune),Bhopal,1588.07,0.2,Same-Day,2269.28,Delivered,5
EKT107028,2025-10-31,2025-11-03,MAA-Hub (Chennai),Indore,2029.59,1.15,Standard,2516.21,Delayed,2
EKT107029,2025-03-07,2025-03-08,AMD-Hub (Ahmedabad),Mumbai,381.77,0.2,Standard,521.72,Delivered,4
EKT107030,2025-08-22,2025-08-27,PNQ-Hub (Pune),Bhopal,1051.94,3.79,Standard,1390.55,Delivered,5
EKT107031,2025-03-28,2025-03-29,BLR-Hub (Bangalore),Pune,1633.14,3.83,Standard,2088.71,Delivered,4
EKT107032,2025-03-20,2025-03-21,DEL-Hub (Delhi),Jaipur,652.44,4.1,Standard,916.73,Delivered,4
EKT107033,2025-07-24,2025-07-25,HYD-Hub (Hyderabad),Bangalore,2028.06,0.2,Express,2647.27,Delivered,5
EKT107034,2025-10-06,2025-10-11,PNQ-Hub (Pune),Pune,1957.97,0.2,Standard,2413.16,Delivered,5
EKT107035,2025-12-03,2025-12-08,DEL-Hub (Delhi),Bangalore,255.15,5.84,Standard,471.3,Delivered,5
EKT107036,2025-09-11,2025-09-15,CCU-Hub (Kolkata),Surat,89.46,0.33,Express,323.29,Delivered,3
EKT107037,2025-10-31,2025-11-02,AMD-Hub (Ahmedabad),Hyderabad,2148.91,2.77,Standard,2688.55,Delivered,5
EKT107038,2025-05-10,2025-05-13,HYD-Hub (Hyderabad),Bangalore,2105.55,3.97,Express,2808.12,Delivered,4
EKT107039,2025-03-25,2025-03-28,BOM-Hub (Mumbai),Delhi,946.36,1.48,Express,1372.27,RTO (Return to Origin),1
EKT107040,2025-10-03,2025-10-04,BOM-Hub (Mumbai),Hyderabad,139.72,1.98,Express,413.3,Delivered,4
EKT107041,2025-07-06,2025-07-11,PNQ-Hub (Pune),Patna,1372.96,0.64,Express,1869.07,Cancelled,2
EKT107042,2025-02-15,2025-02-20,BLR-Hub (Bangalore),Bangalore,666.7,6.43,Express,1125.78,Delivered,5
EKT107043,2025-07-02,2025-07-03,DEL-Hub (Delhi),Delhi,2062.69,0.9,Standard,2551.43,Delayed,2
EKT107044,2025-09-25,2025-09-27,MAA-Hub (Chennai),Kolkata,1754.42,0.61,Same-Day,2476.28,Delivered,4
EKT107045,2025-10-23,2025-10-26,BLR-Hub (Bangalore),Ahmedabad,1439.62,1.86,Standard,1821.02,Delivered,3
EKT107046,2025-11-18,2025-11-22,HYD-Hub (Hyderabad),Ahmedabad,647.37,0.53,Express,996.38,Delivered,3
